max_crit;moyenne;
100.0;100.0;0;
95.39999999999999;94.29001125011101;7195;
90.60000000000001;88.2441702815116;12884;
86.6;84.36956956585179;18806;
82.0;79.32918191903737;24729;
76.36800000000001;73.28583220683183;30585;
67.51204479767819;64.69284719981046;36827;
64.305364235485;61.13255100965681;42483;
61.365617005554185;57.912007360969966;47961;
57.792;53.08779041297915;54064;
51.97542714018551;48.63440786895545;58761;
46.28468694235498;42.860584833706596;66242;
40.736;37.60182529887208;71942;
35.2418932721823;32.37796487457213;78177;
30.373333333333335;28.031497248605433;86709;
24.153718258159603;22.063415335145912;93269;
20.28;18.457345290804273;99184;
15.453333333333333;13.961681989139716;103845;
11.111735829708849;9.896992915601855;109433;
43.289464700944905;29.529163785419836;116477;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
9.702852598985377;5.0695725098828;114300;
Time = 0:00:18.307403
